wavelength,n,k
814.0,1.8010710658079585,0.022518084768607553
818.0,1.8002651117281872,0.022521743431617704
822.0,1.7997238571875016,0.022550102860555324
826.0,1.7994549254416587,0.022493746525964475
830.0,1.7993362346061217,0.022342457263062
834.0,1.7994947171797095,0.022165852388787557
838.0,1.7984922903803762,0.021922299249993487
842.0,1.79666192998305,0.02166332011381357
846.0,1.7934588680080559,0.021467689302589334
850.0,1.789261433253731,0.021242908385808307
854.0,1.7846843139198951,0.02112244507883235
858.0,1.7800032130730554,0.02100624397932976
862.0,1.7750288426251686,0.02047916895631598
866.0,1.7696807856538723,0.02047550729437724
870.0,1.7640660556480137,0.02043565306789447
874.0,1.7584228254470375,0.020409544336684834
878.0,1.752765302754963,0.020453700312250925
882.0,1.7485580712777882,0.020468107098764194
